movieId,title,genres
2236,Airplane! (1980),Comedy
2237,Airplane II: The Sequel (1982),Comedy
2238,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2239,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2240,National Lampoon's Vacation (1983),Comedy
2241,Funny Farm (1988),Comedy
2242,Big (1988),Comedy|Drama|Fantasy|Romance
2243,Problem Child (1990),Children|Comedy
2244,Problem Child 2 (1991),Comedy
2245,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2246,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2247,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2248,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2249,"Christmas Story, A (1983)",Children|Comedy
2250,Mickey Blue Eyes (1999),Comedy|Romance
2251,Teaching Mrs. Tingle (1999),Comedy|Thriller
2252,Universal Soldier: The Return (1999),Action|Sci-Fi
2253,Universal Soldier (1992),Action|Sci-Fi
2254,Love Stinks (1999),Comedy
2255,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2256,In Too Deep (1999),Action|Thriller
2257,Iron Eagle (1986),Action|War
2258,Iron Eagle II (1988),Action|War
2259,Aces: Iron Eagle III (1992),Action
2260,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2261,Hamlet (1964),Drama
2262,Medicine Man (1992),Adventure|Romance
2263,On the Ropes (1999),Documentary|Drama
2264,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2265,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2266,Dudley Do-Right (1999),Children|Comedy
2267,"Muse, The (1999)",Comedy
2268,"Lost Son, The (1999)",Drama
2269,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2270,Outside Providence (1999),Comedy
2271,Bedrooms & Hallways (1998),Comedy|Romance
2272,West Beirut (West Beyrouth) (1998),Drama
2273,Stigmata (1999),Drama|Thriller
2274,Stir of Echoes (1999),Horror|Mystery|Thriller
2275,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2276,"Minus Man, The (1999)",Drama|Mystery
2277,Whiteboyz (1999),Comedy|Drama
2278,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2279,Only Angels Have Wings (1939),Adventure|Drama|Romance
2280,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2281,Queens Logic (1991),Comedy|Drama
2282,Public Access (1993),Drama|Thriller
2283,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
2284,"Soldier's Story, A (1984)",Drama
2285,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery
2286,Nightmares (1983),Horror
2287,I Saw What You Did (1965),Thriller
2288,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2289,American Beauty (1999),Drama|Romance
2290,Stop Making Sense (1984),Documentary|Musical
2291,Blue Streak (1999),Comedy
2292,For Love of the Game (1999),Comedy|Drama
2293,Caligula (1979),Drama
2294,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2295,Splendor (1999),Comedy
2296,"Buddy Holly Story, The (1978)",Drama
2297,Fright Night (1985),Comedy|Horror|Thriller
2298,Fright Night Part II (1988),Horror
2299,"Separation, The (Séparation, La) (1994)",Drama
2300,Barefoot in the Park (1967),Comedy
2301,Deliverance (1972),Adventure|Drama|Thriller
2302,Excalibur (1981),Adventure|Fantasy
2303,"Pajama Game, The (1957)",Comedy|Musical|Romance
2304,Sommersby (1993),Drama|Mystery|Romance
2305,Thumbelina (1994),Animation|Children|Fantasy
2306,Tommy (1975),Musical
2307,Hell Night (1981),Horror
2308,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
2309,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
2310,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2311,Jakob the Liar (1999),Drama
2312,Mumford (1999),Comedy|Drama
2313,Dog Park (1998),Comedy|Romance
2314,Guinevere (1999),Drama|Romance
2315,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy
2316,Simon Sez (1999),Action|Comedy
2317,Drive Me Crazy (1999),Comedy|Romance
2318,"Mystery, Alaska (1999)",Comedy|Drama
2319,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2320,"Happy, Texas (1999)",Comedy
2321,New Rose Hotel (1998),Action|Drama
2322,Plunkett & MaCleane (1999),Action|Adventure|Drama
2323,Romance (1999),Drama|Romance
2324,And the Ship Sails On (E la nave va) (1983),Comedy|War
2325,"Dark Half, The (1993)",Horror|Mystery
2326,Gulliver's Travels (1939),Adventure|Animation|Children
2327,Monkey Shines (1988),Horror|Sci-Fi
2328,Phantasm (1979),Horror|Sci-Fi
2329,Psycho II (1983),Horror|Mystery|Thriller
2330,Psycho III (1986),Horror|Thriller
2331,Rain (1932),Drama
2332,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2333,Random Hearts (1999),Drama|Romance
2334,Superstar (1999),Comedy
2335,Boys Don't Cry (1999),Drama
2336,"Limey, The (1999)",Crime|Drama|Thriller
2337,The Mating Habits of the Earthbound Human (1999),Comedy|Sci-Fi
2338,Risky Business (1983),Comedy
2339,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2340,Body Heat (1981),Crime|Thriller
2341,Ferris Bueller's Day Off (1986),Comedy
2342,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2343,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2344,High Plains Drifter (1973),Western
2345,Hang 'Em High (1968),Crime|Drama|Western
2346,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy
2347,Drunken Master (Jui kuen) (1978),Action|Comedy
2348,"Conformist, The (Conformista, Il) (1970)",Drama
2349,Hairspray (1988),Comedy|Drama
2350,Brief Encounter (1946),Drama|Romance
2351,"Razor's Edge, The (1984)",Drama
2352,Reds (1981),Drama|Romance
2353,Return with Honor (1998),Documentary
2354,Days of Heaven (1978),Drama
2355,"Lady Eve, The (1941)",Comedy|Romance
2356,Sullivan's Travels (1941),Adventure|Comedy|Romance
2357,"Palm Beach Story, The (1942)",Comedy
2358,Man Facing Southeast (1986),Drama|Sci-Fi
2359,Niagara (1953),Drama|Thriller
2360,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2361,South Pacific (1958),Musical|Romance|War
2362,Flashdance (1983),Drama|Romance
2363,Indochine (1992),Drama|Romance
2364,"Dirty Dozen, The (1967)",Action|Drama|War
2365,Mike's Murder (1984),Mystery
2366,Help! (1965),Comedy|Musical
2367,Goldfinger (1964),Action|Adventure|Thriller
2368,From Russia with Love (1963),Action|Adventure|Thriller
2369,Dr. No (1962),Action|Adventure|Thriller
2370,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2371,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2372,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2373,Home Alone 2: Lost in New York (1992),Children|Comedy
2374,Someone to Watch Over Me (1987),Action|Crime|Thriller
2375,Fight Club (1999),Action|Crime|Drama|Thriller
2376,"Story of Us, The (1999)",Comedy|Drama
2377,Fever Pitch (1997),Comedy|Romance
2378,Julien Donkey-Boy (1999),Drama
2379,"Straight Story, The (1999)",Adventure|Drama
2380,"Bad Seed, The (1956)",Drama|Thriller
2381,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2382,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
2383,Fitzcarraldo (1982),Adventure|Drama
2384,All That Jazz (1979),Drama|Fantasy|Musical
2385,Red Sorghum (Hong gao liang) (1987),Drama|War
2386,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2387,Bats (1999),Horror|Thriller
2388,"Best Man, The (1999)",Comedy|Drama
2389,Bringing Out the Dead (1999),Drama
2390,Crazy in Alabama (1999),Comedy|Drama
2391,Three to Tango (1999),Comedy|Romance
2392,Body Shots (1999),Drama
2393,"Brother, Can You Spare a Dime? (1975)",Documentary
2394,"Guardian, The (1990)",Horror|Thriller
2395,"Ipcress File, The (1965)",Thriller
2396,On Any Sunday (1971),Documentary
2397,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2398,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2399,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2400,Melvin and Howard (1980),Drama
2401,For Your Eyes Only (1981),Action|Adventure|Thriller
2402,Licence to Kill (1989),Action|Adventure|Thriller
2403,Live and Let Die (1973),Action|Adventure|Thriller
2404,Rawhead Rex (1986),Horror|Thriller
2405,Thunderball (1965),Action|Adventure|Thriller
2406,House on Haunted Hill (1999),Horror|Thriller
2407,Music of the Heart (1999),Drama
2408,Being John Malkovich (1999),Comedy|Drama|Fantasy
2409,Dreaming of Joseph Lees (1999),Drama|Romance
2410,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2411,"Suburbans, The (1999)",Drama
2412,My Best Fiend (Mein liebster Feind) (1999),Documentary
2413,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
2414,"Bachelor, The (1999)",Comedy|Romance
2415,"Bone Collector, The (1999)",Thriller
2416,"Insider, The (1999)",Drama|Thriller
2417,American Movie (1999),Documentary
2418,Last Night (1998),Drama|Sci-Fi
2419,Rosetta (1999),Drama
2420,"They Shoot Horses, Don't They? (1969)",Drama
2421,Bride of Re-Animator (1990),Comedy|Horror
2422,Coma (1978),Thriller
2423,Creepshow (1982),Horror
2424,Creepshow 2 (1987),Horror
2425,Re-Animator (1985),Comedy|Horror|Sci-Fi
2426,Drugstore Cowboy (1989),Crime|Drama
2427,Falling Down (1993),Action|Drama
2428,"Funhouse, The (1981)",Horror
2429,"General, The (1926)",Comedy|War
2430,Piranha (1978),Horror|Sci-Fi
2431,Rough Night in Jericho (1967),Western
2432,"Taming of the Shrew, The (1967)",Comedy
2433,Nighthawks (1981),Action|Drama
2434,Yojimbo (1961),Action|Adventure
2435,Repossessed (1990),Comedy
2436,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
2437,Spaceballs (1987),Comedy|Sci-Fi
2438,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2439,Mister Roberts (1955),Comedy|Drama|War
2440,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
2441,Little Big Man (1970),Western
2442,"Face in the Crowd, A (1957)",Drama
2443,Trading Places (1983),Comedy
2444,Meatballs (1979),Comedy
2445,Meatballs Part II (1984),Comedy
2446,Meatballs III (1987),Comedy
2447,Meatballs 4 (1992),Comedy
2448,Dead Again (1991),Mystery|Romance|Thriller
2449,Peter's Friends (1992),Comedy|Drama
2450,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
2451,Experience Preferred... But Not Essential (1982),Drama
2452,Under the Rainbow (1981),Comedy
2453,Anywhere But Here (1999),Comedy|Drama
2454,Dogma (1999),Adventure|Comedy|Fantasy
2455,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
2456,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
2457,Felicia's Journey (1999),Thriller
2458,Where's Marlowe? (1998),Comedy
2459,"Commitments, The (1991)",Comedy|Drama|Musical
2460,Holiday Inn (1942),Comedy|Musical
2461,"Longest Day, The (1962)",Action|Drama|War
2462,Poison Ivy (1992),Drama|Thriller
2463,Poison Ivy: New Seduction (1997),Drama|Thriller
2464,Tora! Tora! Tora! (1970),Action|Drama|War
2465,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2466,"Verdict, The (1982)",Drama|Mystery
2467,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama
2468,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
2469,Stand and Deliver (1988),Comedy|Drama
2470,Moonstruck (1987),Comedy|Romance
2471,Jeremiah Johnson (1972),Western
2472,Repulsion (1965),Drama|Horror
2473,Irma la Douce (1963),Comedy
2474,42 Up (1998),Documentary
2475,Liberty Heights (1999),Drama
2476,Mansfield Park (1999),Comedy|Drama|Romance
2477,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2478,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2479,All About My Mother (Todo sobre mi madre) (1999),Drama
2480,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
2481,Scrooged (1988),Comedy|Fantasy|Romance
2482,Harvey (1950),Comedy|Fantasy
2483,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
2484,Matewan (1987),Drama
2485,Kagemusha (1980),Drama|War
2486,McCabe & Mrs. Miller (1971),Drama|Western
2487,Maurice (1987),Drama|Romance
2488,"Grapes of Wrath, The (1940)",Drama
2489,My Man Godfrey (1957),Comedy
2490,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
2491,"Natural, The (1984)",Drama
2492,Shampoo (1975),Comedy|Drama|Romance
2493,"River Runs Through It, A (1992)",Drama
2494,Fatal Attraction (1987),Drama|Thriller
2495,Jagged Edge (1985),Crime|Romance|Thriller
2496,Stanley & Iris (1990),Drama|Romance
2497,Midnight Run (1988),Action|Comedy|Crime|Thriller
2498,Awakenings (1990),Drama|Mystery
2499,Come See the Paradise (1990),Drama|Romance
2500,Backdraft (1991),Action|Drama
2501,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2502,"River, The (1984)",Drama
2503,Country (1984),Drama
2504,Places in the Heart (1984),Drama
2505,'night Mother (1986),Drama
2506,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
2507,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2508,Flawless (1999),Drama
2509,Miss Julie (1999),Drama
2510,Ride with the Devil (1999),Drama|Romance|War
2511,Tumbleweeds (1999),Drama
2512,"Distinguished Gentleman, The (1992)",Comedy
2513,"Hitch-Hiker, The (1953)",Drama|Film-Noir
2514,Santa Fe Trail (1940),Drama|Romance|Western
2515,"End of the Affair, The (1999)",Drama
2516,Holy Smoke (1999),Comedy|Drama
2517,"Map of the World, A (1999)",Drama
2518,Sweet and Lowdown (1999),Comedy|Drama
2519,Bonfire of the Vanities (1990),Comedy|Crime|Drama
2520,Go West (1925),Comedy|Western
2521,Grand Illusion (La grande illusion) (1937),Drama|War
2522,"Great Santini, The (1979)",Drama
2523,"James Dean Story, The (1957)",Documentary
2524,Stealing Home (1988),Drama
2525,Three Ages (1923),Comedy
2526,"Two Jakes, The (1990)",Drama
2527,U2: Rattle and Hum (1988),Documentary|Musical
2528,Hell in the Pacific (1968),Drama|War
2529,"Glass Bottom Boat, The (1966)",Comedy|Romance
2530,Cradle Will Rock (1999),Drama
2531,Deuce Bigalow: Male Gigolo (1999),Comedy
2532,"Green Mile, The (1999)",Crime|Drama
2533,"Cider House Rules, The (1999)",Drama
2534,"War Zone, The (1999)",Drama|Thriller
2535,"Last Picture Show, The (1971)",Drama
2536,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
2537,Anna and the King (1999),Drama|Romance
2538,Bicentennial Man (1999),Drama|Romance|Sci-Fi
2539,Stuart Little (1999),Children|Comedy|Fantasy
2540,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
2541,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
2542,Magnolia (1999),Drama
2543,Onegin (1999),Drama|Romance
2544,Topsy-Turvy (1999),Comedy|Drama|Musical
2545,Boiling Point (1993),Action|Drama
2546,Brenda Starr (1989),Adventure
2547,Carnal Knowledge (1971),Comedy|Drama
2548,Easy Rider (1969),Adventure|Drama
2549,The Falcon and the Snowman (1985),Crime|Drama|Thriller
2550,Room at the Top (1959),Drama
2551,Any Given Sunday (1999),Drama
2552,Man on the Moon (1999),Comedy|Drama
2553,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2554,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2555,Next Friday (2000),Comedy
2556,"Hurricane, The (1999)",Drama
2557,Angela's Ashes (1999),Drama
2558,Play it to the Bone (1999),Comedy|Drama
2559,Titus (1999),Drama
2560,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
2561,"Third Miracle, The (1999)",Drama
2562,Snow Falling on Cedars (1999),Drama
2563,"Girl, Interrupted (1999)",Drama
2564,"Life and Times of Hank Greenberg, The (1998)",Documentary
2565,My Dog Skip (1999),Children|Drama
2566,Supernova (2000),Adventure|Sci-Fi|Thriller
2567,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
2568,"Way We Were, The (1973)",Drama|Romance
2569,Stalag 17 (1953),Drama|War
2570,"Presidio, The (1988)",Action|Crime|Romance|Thriller
2571,Papillon (1973),Crime|Drama
2572,Pal Joey (1957),Comedy|Drama|Musical|Romance
2573,"Last Detail, The (1973)",Comedy|Drama
2574,Five Easy Pieces (1970),Drama
2575,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
2576,Dead Calm (1989),Thriller
2577,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
2578,Black Sunday (La maschera del demonio) (1960),Horror
2579,Against All Odds (1984),Romance
2580,"Snows of Kilimanjaro, The (1952)",Adventure
2581,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
2582,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2583,"Cry in the Dark, A (1988)",Drama
2584,Batman: Mask of the Phantasm (1993),Animation|Children
2585,American Flyers (1985),Drama
2586,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
2587,"Star Is Born, A (1937)",Drama
2588,Poison (1991),Drama
2589,Pacific Heights (1990),Mystery|Thriller
2590,"Draughtsman's Contract, The (1982)",Drama
2591,"Zed & Two Noughts, A (1985)",Drama
2592,Woman in the Dunes (Suna no onna) (1964),Drama
2593,Down to You (2000),Comedy|Romance
2594,Seven Chances (1925),Comedy
2595,Where the Buffalo Roam (1980),Comedy
2596,Eye of the Beholder (1999),Thriller
2597,Isn't She Great? (2000),Comedy
2598,"Big Tease, The (1999)",Comedy
2599,"Cup, The (Phörpa) (1999)",Comedy
2600,Encino Man (1992),Comedy
2601,"Goodbye Girl, The (1977)",Comedy|Romance
2602,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
2603,Malcolm X (1992),Drama
2604,Sister Act (1992),Comedy|Crime
2605,Sister Act 2: Back in the Habit (1993),Comedy
2606,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
2607,Alive (1993),Drama
2608,Agnes of God (1985),Drama|Mystery
2609,Scent of a Woman (1992),Drama
2610,Wayne's World (1992),Comedy
2611,Wayne's World 2 (1993),Comedy
2612,"League of Their Own, A (1992)",Comedy|Drama
2613,Patriot Games (1992),Action|Crime|Drama|Thriller
2614,"Bodyguard, The (1992)",Drama|Romance|Thriller
2615,Death Becomes Her (1992),Comedy|Fantasy
2616,Far and Away (1992),Adventure|Drama|Romance
2617,Howards End (1992),Drama
2618,Singles (1992),Comedy|Drama|Romance
2619,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
2620,White Men Can't Jump (1992),Comedy|Drama
2621,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
2622,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2623,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
2624,"Mariachi, El (1992)",Action|Crime|Thriller|Western
2625,Stop! Or My Mom Will Shoot (1992),Action|Comedy
2626,Forever Young (1992),Drama|Romance|Sci-Fi
2627,"Cutting Edge, The (1992)",Comedy|Drama|Romance
2628,Of Mice and Men (1992),Drama
2629,Bad Lieutenant (1992),Crime|Drama
2630,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
2631,Single White Female (1992),Drama|Thriller
2632,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2633,Gun Shy (2000),Comedy
2634,"Brandon Teena Story, The (1998)",Documentary
2635,Different for Girls (1996),Comedy
2636,They Might Be Giants (1971),Comedy|Mystery|Romance
2637,"Beach, The (2000)",Adventure|Drama
2638,Snow Day (2000),Comedy
2639,"Tigger Movie, The (2000)",Animation|Children
2640,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2641,"Big Combo, The (1955)",Film-Noir
2642,Eaten Alive (1977),Horror
2643,To Sir with Love (1967),Drama
2644,Boiler Room (2000),Crime|Drama|Thriller
2645,Hanging Up (2000),Comedy|Drama
2646,Pitch Black (2000),Horror|Sci-Fi|Thriller
2647,"Whole Nine Yards, The (2000)",Comedy|Crime
2648,Beautiful People (1999),Comedy
2649,Black Tar Heroin: The Dark End of the Street (2000),Documentary
2650,Blue Collar (1978),Crime|Drama
2651,"Circus, The (1928)",Comedy
2652,City Lights (1931),Comedy|Drama|Romance
2653,"Flamingo Kid, The (1984)",Comedy|Drama
2654,"Dog's Life, A (1918)",Comedy
2655,"Kid, The (1921)",Comedy|Drama
2656,Class Reunion (1982),Comedy
2657,"Big Trees, The (1952)",Action|Drama
2658,Reindeer Games (2000),Action|Thriller
2659,Wonder Boys (2000),Comedy|Drama
2660,Deterrence (1999),Drama|Thriller
2661,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance
2662,Drowning Mona (2000),Comedy
2663,"Next Best Thing, The (2000)",Comedy|Drama
2664,What Planet Are You From? (2000),Comedy|Sci-Fi
2665,Beyond the Mat (1999),Documentary
2666,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
2667,The Year My Voice Broke (1987),Drama|Romance
2668,Splendor in the Grass (1961),Drama|Romance
2669,My Tutor (1983),Drama
2670,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
2671,For All Mankind (1989),Documentary
2672,Cross of Iron (1977),War
2673,Bride of the Monster (1955),Horror|Sci-Fi
2674,Born Yesterday (1950),Comedy
2675,Birdy (1984),Drama|War
2676,And God Created Woman (1988),Comedy|Drama|Romance
2677,Blood Feast (1963),Horror
2678,Never Cry Wolf (1983),Adventure|Drama
2679,"Perils of Pauline, The (1947)",Comedy
2680,"Raisin in the Sun, A (1961)",Drama
2681,Two Thousand Maniacs! (1964),Horror
2682,Mission to Mars (2000),Sci-Fi
2683,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
2684,East-West (Est-ouest) (1999),Drama|Romance
2685,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
2686,Breaking Away (1979),Comedy|Drama
2687,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2688,Bull Durham (1988),Comedy|Drama|Romance
2689,Dog Day Afternoon (1975),Crime|Drama
2690,American Graffiti (1973),Comedy|Drama
2691,"Asphalt Jungle, The (1950)",Crime|Film-Noir
2692,"Searchers, The (1956)",Drama|Western
2693,"Big Country, The (1958)",Romance|Western
2694,Betrayed (1988),Drama|Thriller
2695,Bound for Glory (1976),Drama
2696,Hangmen Also Die! (1943),Drama|War
2697,On the Beach (1959),Drama
2698,Railroaded! (1947),Film-Noir
2699,"Taking of Pelham One Two Three, The (1974)",Action|Crime
2700,Volunteers (1985),Comedy
2701,JFK (1991),Drama|Mystery|Thriller
2702,Who's Harry Crumb? (1989),Comedy|Mystery
2703,Harry and the Hendersons (1987),Children|Comedy
2704,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
2705,Who's That Girl? (1987),Comedy
2706,She-Devil (1989),Comedy
2707,Date with an Angel (1987),Comedy|Fantasy|Romance
2708,Blind Date (1987),Comedy|Romance
2709,Nadine (1987),Comedy
2710,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2711,"Great Muppet Caper, The (1981)",Children|Comedy
2712,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
2713,Sesame Street Presents Follow That Bird (1985),Children|Comedy
2714,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
2715,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
2716,Turtle Diary (1985),Comedy|Drama|Romance
2717,Titanic (1953),Action|Drama
2718,"Night to Remember, A (1958)",Action|Drama
2719,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
2720,Erin Brockovich (2000),Drama
2721,Final Destination (2000),Drama|Thriller
2722,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
2723,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
2724,"Mirror, The (Zerkalo) (1975)",Drama
2725,"Crimson Pirate, The (1952)",Adventure|Comedy
2726,Thelma & Louise (1991),Adventure|Crime|Drama
2727,...And Justice for All (1979),Drama|Thriller
2728,Animal House (1978),Comedy
2729,She's Gotta Have It (1986),Comedy|Romance
2730,School Daze (1988),Drama
2731,Do the Right Thing (1989),Drama
2732,Mo' Better Blues (1990),Drama|Musical
2733,Jungle Fever (1991),Drama|Romance
2734,Coogan's Bluff (1968),Crime
2735,"Champ, The (1979)",Drama
2736,Creature Comforts (1989),Animation|Comedy
2737,Death Wish (1974),Action|Crime|Drama
2738,Death Wish 2 (1982),Action|Drama
2739,Death Wish 3 (1985),Action|Drama
2740,Death Wish 5: The Face of Death (1994),Action|Drama
2741,Double Indemnity (1944),Crime|Drama|Film-Noir
2742,Dying Young (1991),Drama|Romance
2743,Cool as Ice (1991),Drama
2744,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
2745,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
2746,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
2747,Red Dawn (1984),Action|Drama|War
2748,Band of the Hand (1986),Action|Crime|Drama
2749,Bloodsport (1988),Action
2750,Eyes of Laura Mars (1978),Mystery|Thriller
2751,Funny Bones (1995),Comedy|Drama
2752,"Good Earth, The (1937)",Drama
2753,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2754,"Good Mother, The (1988)",Drama
2755,Grumpy Old Men (1993),Comedy
2756,Guess Who's Coming to Dinner (1967),Drama
2757,Romeo Must Die (2000),Action|Crime|Romance|Thriller
2758,Here on Earth (2000),Drama|Romance
2759,Whatever It Takes (2000),Comedy|Romance
2760,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
2761,Waking the Dead (2000),Drama|Thriller
2762,Gothic (1986),Drama|Horror
2763,Hillbillys in a Haunted House (1967),Comedy
2764,Lord of the Flies (1963),Adventure|Drama|Thriller
2765,Modern Times (1936),Comedy|Drama|Romance
2766,Last Resort (National Lampoon's Last Resort) (1994),Comedy
2767,That's Life! (1986),Drama
2768,Heart and Souls (1993),Comedy|Fantasy
2769,Hud (1963),Drama|Western
2770,"Hustler, The (1961)",Drama
2771,Inherit the Wind (1960),Drama
2772,Dersu Uzala (1975),Adventure|Drama
2773,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2774,Retroactive (1997),Sci-Fi|Thriller
2775,"Place in the Sun, A (1951)",Drama|Romance
2776,Jacob's Ladder (1990),Horror|Mystery
2777,Empire Records (1995),Comedy|Drama
2778,"Bamba, La (1987)",Drama
2779,Ladyhawke (1985),Adventure|Fantasy|Romance
2780,Lucas (1986),Drama|Romance
2781,High Fidelity (2000),Comedy|Drama|Romance
2782,"Road to El Dorado, The (2000)",Animation|Children
2783,"Skulls, The (2000)",Thriller
2784,El Dorado (1966),Western
2785,Hook (1991),Adventure|Comedy|Fantasy
2786,Horror Express (1972),Horror
